id,ids_prism,ids_bbref,ids_fangraphs,ids_mlbam,ids_nfbc,ids_sfbb,ids_yahoo,names_last,names_first,names_middle
g603x2ybf8,g603x2ybf8,hurtuja01,27599,674441,11917,hurtuja01,63480,Hurtubise,Jacob,Gilles
g64b07yz64,g64b07yz64,brownse01,18171,664913,10677,brownse01,11643,Brown,Seth,William
g6hrhnhb2h,g6hrhnhb2h,granian01,29542,701552,12410,,60410,Granillo,Andre,Anthony
g6v1r9l00m,g6v1r9l00m,lipsctr01,31567,702358,12068,lipsctr01,60457,Lipscomb,Trey,Antwain
g75fe6l95w,g75fe6l95w,garcima01,22715,672580,11387,garcima01,12336,García,Maikel,Jose
g7r1dsw9d0,g7r1dsw9d0,grichra01,10243,545341,8773,grichra01,9689,Grichuk,Randal,Alexander
g8vcz82m34,g8vcz82m34,mccorch01,19599,676801,10007,mccorch01,11912,McCormick,Chas,Kane
gbj5bbrx04,gbj5bbrx04,hjellse01,21481,663546,10791,hjellse01,11387,Hjelle,Sean,Anthony
gdldc2pp58,gdldc2pp58,alexaja01,19666,669920,10574,alexaja01,12628,Alexander,Jason,Raymond
gdr9el2h1r,gdr9el2h1r,brighje01,16631,656257,10092,brighje01,11152,Brigham,Jeff,John
ge2rv5hmdw,ge2rv5hmdw,suwinja01,22244,669261,11377,suwinja01,12342,Suwinski,Jack,William
geyn5lc9nm,geyn5lc9nm,frassni01,sa3014492,693308,11931,frassni01,60235,Frasso,Nick,Paul
gfejqt3qy0,gfejqt3qy0,bubickr01,21455,663460,10933,bubickr01,11319,Bubic,Kris,
gff7r7clm4,gff7r7clm4,bogaexa01,12161,593428,8417,bogaexa01,9319,Bogaerts,Xander,Jan
ggb895c8ch,ggb895c8ch,campbkr01,33644,692225,12195,campbkr01,63128,Campbell,Kristian,Eron
gh3lz5pcdd,gh3lz5pcdd,woobr01,30279,693433,11800,woobr01,60584,Woo,Bryan,Joseph
ghlr2wtwt0,ghlr2wtwt0,meansjo01,16269,607644,10112,meansjo01,11168,Means,John,Alan
ghlz6gz0f8,ghlz6gz0f8,uriaslu01,16622,649966,9922,uriaslu01,10570,Urías,Luis,Fernando
gjw88gkes8,gjw88gkes8,,sa3006507,679883,12277,,63567,Avila,Luinder,Gabriel
gk0nvg0548,gk0nvg0548,hendelo01,31475,701656,12238,hendelo01,60262,Henderson,Logan,Blake
gkt83w3vtd,gkt83w3vtd,vodnivi01,24614,680767,11861,vodnivi01,12368,Vodnik,Victor,Francisco
gmtkphfnf0,gmtkphfnf0,smithdo02,15653,642086,8679,smithdo02,9595,Smith,Dominic,David Rene
gmy0e5fq34,gmy0e5fq34,taylotr01,31883,700187,12147,,62602,Taylor,Troy,Jonathan
gn53y4j15w,gn53y4j15w,julieed01,27534,666397,11592,julieed01,12729,Julien,Edouard,
gp3rmkjyvw,gp3rmkjyvw,criswco01,24975,681867,11270,criswco01,12256,Criswell,Cooper,Timothy
gphl3gmkfr,gphl3gmkfr,alexasc02,10591,518397,9149,alexasc02,10072,Alexander,Scott,Alain
gq0m105y2r,gq0m105y2r,torkesp01,27465,679529,10831,torkesp01,11914,Torkelson,Spencer,Enochs
gqc2nv91nw,gqc2nv91nw,alvarel01,21662,665660,12340,,60180,Alvarado,Elvis,Ernesto
gqcmj338y8,gqcmj338y8,heinety01,13897,623168,10691,heinety01,11652,Heineman,Tyler,Andrew
gqkqwzygmm,gqkqwzygmm,schmicl01,19899,657376,10165,schmicl01,10926,Schmidt,Clarke,D.
gv4wm27ech,gv4wm27ech,monteke01,22630,672456,11961,monteke01,63428,Montero,Keider,Eduardo
gvvybve3s8,gvvybve3s8,pomerdr01,11426,519141,8189,pomerdr01,9068,Pomeranz,Drew,Andrew
gwdt5y1w68,gwdt5y1w68,cleavga01,17897,664076,10769,cleavga01,11704,Cleavinger,Garrett,J.
gwjngmh5cd,gwjngmh5cd,lindofr01,12916,596019,8226,lindofr01,9116,Lindor,Francisco,Miguel
gx716bkt14,gx716bkt14,dubonma01,16530,643289,9802,dubonma01,10524,Dubón,Mauricio,Andre
gxp1xr5nlw,gxp1xr5nlw,pereiev01,23695,677592,10197,pereiev01,11508,Pereira,Everson,Jose
gyg7cx1zp8,gyg7cx1zp8,seymoca01,30084,693313,12283,,60392,Seymour,Carson,James
gzg4fwh5r8,gzg4fwh5r8,vazqulu01,23442,676679,11964,vazqulu01,61911,Vázquez,Luis,
h0ws4vgm4w,h0ws4vgm4w,roberet01,24930,681799,11361,,12327,Roberts,Ethan,Michael
h1mw96sp4h,h1mw96sp4h,weissgr01,20375,669711,10585,,12685,Weissert,Greg,R.
h1yz56lxwh,h1yz56lxwh,javiecr01,17606,664299,10717,javiecr01,11315,Javier,Cristian,
h2pxhtsyl0,h2pxhtsyl0,misneka01,26374,670224,12139,misneka01,11784,Misner,Kameron,Lee
h37zjyr4bm,h37zjyr4bm,caissow01,sa3014465,683357,12050,caissow01,12127,Caissie,Owen,Andrew
h3smyr786d,h3smyr786d,kellemi03,17594,656605,9799,kellemi01,10565,Keller,Mitch,Thomas
h47tkyh4g4,h47tkyh4g4,anderti01,15172,641313,8976,anderti01,9897,Anderson,Tim,Devon
h4bdmw05pm,h4bdmw05pm,kirkal01,22581,672386,10851,kirkal01,11853,Kirk,Alejandro,
h5nx8cjevd,h5nx8cjevd,langeal01,19883,656638,11062,langeal01,10860,Lange,Alex,Craig
h6fhz35kjr,h6fhz35kjr,mazurad01,31900,800049,12100,mazurad01,60347,Mazur,Adam,McKinnlee
h729ghgg28,h729ghgg28,castrmi01,15684,612434,8982,castrmi01,9903,Castro,Miguel,Angel
h76dh35kf8,h76dh35kf8,kingmi01,19853,650633,10289,kingmi01,11661,King,Mike,McRae
h79v3km08r,h79v3km08r,,sa3019983,687637,12226,,60091,Beavers,Dylan,Matthew
h8qhlz4jfd,h8qhlz4jfd,strowka01,26191,669704,12273,,60896,Strowd,Kade,Kade
h8xtqwprth,h8xtqwprth,harrimi04,25931,671739,11065,harrimi04,12056,Harris,Michael,Machion
hb02pnb578,hb02pnb578,cousija01,21620,664776,11224,cousija01,12211,Cousins,Jake,O.
hct6szcrjh,hct6szcrjh,clemeko01,20572,665019,11342,clemeko01,11309,Clemens,Kody,Alec
hdd75rv8y4,hdd75rv8y4,adelljo01,20220,666176,10241,adelljo01,10893,Adell,Jo,Scott
hdkdq74nc4,hdkdq74nc4,morgael01,20203,669212,10928,morgael01,11447,Morgan,Eli,Allan
hds3x2t8dh,hds3x2t8dh,crimbl01,25714,688760,12034,,61593,Crim,Blaine,Blaine
hfy3r72etd,hfy3r72etd,bellico01,15998,641355,9649,bellico01,10504,Bellinger,Cody,James
hhb387pqew,hhb387pqew,kennebu01,22505,671083,10382,kennebu01,12641,Kennedy,Buddy,Lewis
hk8n5xyl40,hk8n5xyl40,pagespe02,25782,686780,10880,pagespe02,61613,Pagés,Pedro,Jose
hl5rkgnrjm,hl5rkgnrjm,woodja03,29518,695578,11750,woodja03,12521,Wood,James,Irvin
hl83z0s4rm,hl83z0s4rm,brownhu01,25880,686613,11435,brownhu01,12141,Brown,Hunter,Noah
hlddw4h49m,hlddw4h49m,obrieri01,20348,676617,11162,,11846,O'Brien,Riley,Chun-Young
hlrzp553r4,hlrzp553r4,morenga01,22664,672515,11117,morenga01,11855,Moreno,Gabriel,Jose
hls4kgqnnw,hls4kgqnnw,bruihju01,23779,677865,11258,,12247,Bruihl,Justin,
hn53gv9fkw,hn53gv9fkw,bellova01,23899,678368,12117,bellova01,64300,Bellozo,Valente,
hnlj0vep38,hnlj0vep38,mckinza01,19392,656716,9993,mckinza01,11700,McKinstry,Zach,
hnz9g8yepw,hnz9g8yepw,torrelu01,15905,620443,9600,torrelu01,10669,Torrens,Luis,Alfonso
hp7sqbt09m,hp7sqbt09m,tatedi01,17796,622253,10459,tatedi01,10221,Tate,Dillon,Michael
hpg61g2sxw,hpg61g2sxw,chafian01,12988,605177,8863,chafian01,9782,Chafin,Andrew,Gregory
hq0z56n47r,hq0z56n47r,kavadni01,29782,694359,12157,kavadni01,60112,Kavadas,Niko,Siade
hq2132fl5d,hq2132fl5d,neelyja01,30106,680891,12160,,62326,Neely,Jack,Preston
hq4p5eebk4,hq4p5eebk4,alvarfr01,26121,682626,11118,alvarfr01,11349,Álvarez,Francisco,Javier
hr6kwzpep8,hr6kwzpep8,jimenjo02,15761,641729,9644,jimenjo02,10468,Jiménez,Joe,Alexander
hr6rkggeew,hr6rkggeew,,sa3023068,692216,,,62758,Kayfus,C. J.,Joseph
hr9r4x7em0,hr9r4x7em0,,sa3004153,675448,11960,,12088,Hunt,Blake,Evan
hrgyj9n34r,hrgyj9n34r,salazce01,21587,663967,11781,,61796,Salazar,César,
hrjphg738h,hrjphg738h,fitzgty01,26208,666149,11874,fitzgty01,61346,Fitzgerald,Tyler,Joseph
hrkydlw6vm,hrkydlw6vm,stefami01,25353,683021,11419,stefami01,12649,Stefanic,Michael,
ht305ednd8,ht305ednd8,haggesa01,18054,664059,10683,haggesa01,11647,Haggerty,Sam,Onofrio
htwx7zbk5h,htwx7zbk5h,mervima01,27845,670223,11582,mervima01,12777,Mervis,Matt,Jared
hty7g3vhnd,hty7g3vhnd,hurtky01,27514,669165,11867,hurtky01,60237,Hurt,Kyle,Dillon
hw0ztwkztr,hw0ztwkztr,basalsa01,sa3015716,694212,12039,basalsa01,60092,Basallo,Samuel,Alexander
hwc5l3g8pd,hwc5l3g8pd,yohocr01,33248,684974,12225,yohocr01,63247,Yoho,Craig,
hwdh5dd5e8,hwdh5dd5e8,rivasle01,21009,660844,12081,rivasle01,11326,Rivas,Leo,Andres
hwe8pkny5m,hwe8pkny5m,mccanja02,12859,543510,8897,mccanja01,9818,McCann,James,Thomas
hx3tjfdrw4,hx3tjfdrw4,rafaece01,24262,678882,11628,rafaece01,12730,Rafaela,Ceddanne,Chipper Nicasio Marte
hxchk95r8m,hxchk95r8m,lucasea01,26058,687922,11859,lucasea01,61880,Lucas,Easton,James
hy6wh177hd,hy6wh177hd,cantijo01,23335,676282,10401,cantijo01,11823,Cantillo,Joey,Lopaka
hy9qbcgpr4,hy9qbcgpr4,seaboco01,19695,657756,11023,seaboco01,11518,Seabold,Connor,
j03tjl3vvm,j03tjl3vvm,vasqura02,24719,681190,11677,vasqura02,12500,Vásquez,Randy,Marcelino
j055yvch74,j055yvch74,iglesra01,17130,628452,8981,iglesra01,9902,Iglesias,Raisel,
j0xfv52pjr,j0xfv52pjr,edmanto01,19470,669242,10569,edmanto01,11596,Edman,Tommy,Hyunsu
j1v4kw6et4,j1v4kw6et4,wesneha01,27581,669713,11411,wesneha01,12497,Wesneski,Hayden,Gregory
j2j4k56zf4,j2j4k56zf4,suareal01,6175,544150,9358,suareal01,10285,Suárez,Albert,Joe
j3bbd7ylnd,j3bbd7ylnd,baddoak01,22168,668731,10124,baddoak01,10913,Baddoo,Akil,Neomon
j44z5pfmp4,j44z5pfmp4,schneda04,25180,682177,12098,schneda04,61948,Schneemann,Daniel,
j7cxp7lv5d,j7cxp7lv5d,yastrmi01,14854,573262,10626,yastrmi01,10119,Yastrzemski,Mike,Andrew
j7d3hd37j0,j7d3hd37j0,gerbejo01,24591,680702,10827,,11569,Gerber,Joey,Cliff
j8pge0psjr,j8pge0psjr,nunezna01,25979,683083,12010,nunezna01,11785,Nuñez,Nasim,Emmanuel
j93slxmwh0,j93slxmwh0,hernaca04,22713,672578,10156,hernaca04,11470,Hernández,Carlos,Eduardo
j966n3e86w,j966n3e86w,mcclash01,21483,663556,10332,mcclash01,11398,McClanahan,Shane,
jb1rzel998,jb1rzel998,santito01,19926,663574,10347,santito01,10864,Santillan,Tony,
jbmmwkd3mh,jbmmwkd3mh,seageco01,13624,608369,8668,seageco01,9584,Seager,Corey,Drew
jcyrf4ky5h,jcyrf4ky5h,jankotr01,13768,608671,9125,jankotr01,10050,Jankowski,Travis,Paul
jd127wklsm,jd127wklsm,ruizke01,19610,660688,10263,ruizke01,10899,Ruiz,Keibert,Jose
jd2l4eh3y8,jd2l4eh3y8,mayoco01,28312,691723,11889,mayoco01,12372,Mayo,Coby,Gerald
jd5lhtnvk4,jd5lhtnvk4,tayloch03,13757,621035,8852,tayloch03,9771,Taylor,Chris,Armand
jdem8bllx4,jdem8bllx4,matzety01,10058,554431,7675,matzety01,9730,Matzek,Tyler,Alexander
jdf9qjtq4w,jdf9qjtq4w,gonsoto01,19388,664062,10346,gonsoto01,11331,Gonsolin,Tony,D.
jg3jgtdvhh,jg3jgtdvhh,eiserbr01,27668,685126,12108,,60711,Eisert,Brandon,Michael
jgs228kt9w,jgs228kt9w,waldrhu01,33527,694462,11887,waldrhu01,62958,Waldrep,Hurston,Wayne
jhg3jtkd2r,jhg3jtkd2r,whitlga01,20191,676477,11190,whitlga01,11358,Whitlock,Garrett,Getts
jhzfsrgjjm,jhzfsrgjjm,hudsobr01,19924,663542,11812,hudsobr01,10444,Hudson,Bryan,Michael
jjgbb46fjh,jjgbb46fjh,kwanst01,24610,680757,11315,kwanst01,12314,Kwan,Steven,Robert
jjhy663y0m,jjhy663y0m,outmaja01,24770,681546,11399,outmaja01,12339,Outman,James,
jkbxf9053m,jkbxf9053m,suerowa01,15855,593833,9832,suerowa01,11007,Suero,Wander,
jktn3mgxvw,jktn3mgxvw,liberma01,22294,669461,10287,liberma01,11397,Liberatore,Matthew,Joseph
jm8tp2rlpr,jm8tp2rlpr,,sa3018178,680916,12032,,61927,Aleman,Franco,
jpw0ntvyjw,jpw0ntvyjw,boushca01,19736,676961,11880,,61737,Boushley,Caleb,
jpz6kqm20d,jpz6kqm20d,hassero02,27482,690987,11046,hassero01,11984,Hassell,Robert,Harris
jq28yhncf4,jq28yhncf4,garcilu04,20391,671277,10279,garcilu04,10964,García,Luis,Victoriano
jrdjj3jtxm,jrdjj3jtxm,jonesja08,18872,663330,10223,jonesja08,10498,Jones,Jahmai,Fitzgerald
jrtn34mcz8,jrtn34mcz8,wadety01,15730,642180,9697,wadety01,10203,Wade,Tyler,Dean
jsk06fv3mh,jsk06fv3mh,soriajo02,22100,667755,11187,soriajo02,11327,Soriano,José,Joaquin
jt4p0bp0pd,jt4p0bp0pd,lopezre01,16400,625643,9410,lopezre01,10152,López,Reynaldo,Starling
jtwd90017w,jtwd90017w,cruzfe01,7048,518585,11557,cruzfe01,12690,Cruz,Fernando,E.
jvk04x5t5w,jvk04x5t5w,gipsosa01,26048,687830,11863,gipsosa01,62054,Gipson-Long,Sawyer,Sawyer
jvkyzbm488,jvkyzbm488,butlela01,22542,671732,11649,butlela01,12719,Butler,Lawrence,Evan
jwmrzb414m,jwmrzb414m,englema01,22288,669438,11726,englema01,11551,Englert,Mason,Alexander
jxvly3gjqh,jxvly3gjqh,vargail01,13324,545121,9562,vargail01,10752,Vargas,Ildemaro,Jose
jynr4fq7rw,jynr4fq7rw,perkija01,31468,678022,12345,,62461,Perkins,Jack,Scott
jzxfskxexm,jzxfskxexm,freemty01,22532,671289,10356,freemty01,11754,Freeman,Tyler,Andrew
k0kzm1sfgm,k0kzm1sfgm,kellebr01,15734,641745,9936,kellebr01,10418,Keller,Brad,Michael
k0rgcgce90,k0rgcgce90,rodriju01,23697,677594,10260,rodriju01,11384,Rodríguez,Julio,Yamel
k0x9x9ysjh,k0x9x9ysjh,adamstr01,30180,701519,12284,,64814,Adams,Travis,Michael
k19gded898,k19gded898,schrejo01,20020,670167,9986,schrejo01,11634,Schreiber,John,Robert
k2tg2qkgf4,k2tg2qkgf4,saggeth01,27883,695336,11895,saggeth01,60431,Saggese,Thomas,Darren
k2y9l8tcjh,k2y9l8tcjh,britoju02,sa3009808,682877,11773,britoju02,12734,Brito,Juan,Manuel
k2zysdk4bw,k2zysdk4bw,carraca01,6632,471911,7183,carraca01,8185,Carrasco,Carlos,Luis
k386070qyh,k386070qyh,detmere01,27468,672282,10915,detmere01,11926,Detmers,Reid,Kristien
k52mtptpc4,k52mtptpc4,ariasga01,22563,672356,10200,ariasga01,11524,Arias,Gabriel,Alejandro
k5b053nxzw,k5b053nxzw,estesjo01,26257,683155,11871,estesjo01,12362,Estes,Joey,Lee
k5v50066y8,k5v50066y8,rortvbe01,20287,666163,11158,rortvbe01,10533,Rortvedt,Ben,Thomas
k5zl0c3qhw,k5zl0c3qhw,avansdr01,25183,682183,12366,,61269,Avans,Drew,
k87j0bd4fh,k87j0bd4fh,bensowi01,21853,666181,10362,bensowi01,10464,Benson,Will,Buchanan
k939h8jrr0,k939h8jrr0,winckjo01,22387,670174,11363,winckjo01,12329,Winckowski,Josh,
k9dkfxvmqr,k9dkfxvmqr,searsjp01,23429,676664,11401,searsjp01,12333,Sears,JP,Patrick
k9kx9nmqsh,k9kx9nmqsh,cannigr01,19867,656288,10209,cannigr01,10894,Canning,Griffin,Alexander
kbc8cdh8lr,kbc8cdh8lr,buxtoby01,14161,621439,8674,buxtoby01,9590,Buxton,Byron,Keiron
ke2tdpjqzm,ke2tdpjqzm,sengeha01,21489,663584,12372,,61258,Senger,Hayden,Craig
ke36lydqwh,ke36lydqwh,wilsowi03,25434,669717,11104,,11833,Wilson,Will,Bradley
kec2qybvl0,kec2qybvl0,gonzaos01,20970,660757,10306,gonzaos01,12621,González,Oscar,Luis
kefx6t3w48,kefx6t3w48,batybr01,26123,683146,11123,batybr01,11796,Baty,Brett,Austin
kegg0fde08,kegg0fde08,marshal01,27451,679525,11144,marshal01,12446,Marsh,Alec,Tylar Michael
kem1z5c7rh,kem1z5c7rh,falteba01,20070,663559,11171,falteba01,12104,Falter,Bailey,
ker9yjrev4,ker9yjrev4,fermifr01,21840,666023,11514,fermifr01,12013,Fermin,Freddy,Antonio
kf95df704w,kf95df704w,ferguca01,19349,657571,10041,ferguca01,11036,Ferguson,Caleb,Paul
kfyskwybq4,kfyskwybq4,yarbrry01,16502,642232,9807,yarbrry01,10147,Yarbrough,Ryan,Christian
khmkjd9slm,khmkjd9slm,tylerky01,22092,667725,11271,tylerky01,12259,Tyler,Kyle,Wade
khyykgd7ww,khyykgd7ww,kimbrcr01,6655,518886,7760,kimbrcr01,8622,Kimbrel,Craig,Michael
kkg3zvk9b4,kkg3zvk9b4,elderbr01,27779,693821,11307,elderbr01,12120,Elder,Bryce,Cason
kkqe6fzq1m,kkqe6fzq1m,sanchga02,11442,596142,8212,sanchga02,9097,Sánchez,Gary,
kktrehtqgr,kktrehtqgr,ceccosl01,27500,677944,11836,ceccosl01,12118,Cecconi,Slade,
klcvrnkfcd,klcvrnkfcd,sabolbl01,25805,666165,11728,sabolbl01,12767,Sabol,Blake,Joseph
km0bybrfv4,km0bybrfv4,smithaj01,29960,700363,11774,smithaj01,12366,Smith-Shawver,AJ,
knf574k1p8,knf574k1p8,barlosc01,14993,605130,9923,barlosc01,10998,Barlow,Scott,A.
kpxj3t03wh,kpxj3t03wh,mattsis01,20385,676755,10604,,12034,Mattson,Isaac,Gerald
kq4p58yp0w,kq4p58yp0w,hentgsa01,18548,656529,10326,hentgsa01,11204,Hentges,Sam,D.
kq86ywwysr,kq86ywwysr,lawde01,13133,571882,9289,lawde01,10269,Law,Derek,Robert
kqcc9w37b4,kqcc9w37b4,fryda01,24934,681807,11789,fryda01,61262,Fry,David,
kr189w8tsw,kr189w8tsw,otanemi01,22533,671305,12102,otanemi01,61285,Otañez,Michel,
kr950ehhn8,kr950ehhn8,morelch01,21897,666624,11154,morelch01,11743,Morel,Christopher,Rafael
krtbb96b24,krtbb96b24,espinda02,sa3011495,682982,10926,espinda02,11753,Espino,Daniel,Andres
ktdvn46c7h,ktdvn46c7h,carpeke01,25961,681481,11530,carpeke01,12667,Carpenter,Kerry,William
ktj01ver4d,ktj01ver4d,crawfku01,20531,676710,11283,crawfku01,11431,Crawford,Kutter,Martin
ktmmxe3jt0,ktmmxe3jt0,,sa3017917,681320,12318,,61769,Lavender,Nate,James
ktnd4sx1lm,ktnd4sx1lm,phamth01,2967,502054,8919,phamth01,9842,Pham,Tommy,James
kvrx5zerrd,kvrx5zerrd,fulfobr01,29704,690924,12378,,60687,Fulford,Braxton,Albert
kwn2040c40,kwn2040c40,martini02,12005,605361,10039,martini02,11038,Martini,Nick,Scott
kwn5n1l9y8,kwn5n1l9y8,ballemo01,28820,694208,12217,ballemo01,60120,Ballesteros,Moisés,Alejandro
kwqp8ch7wh,kwqp8ch7wh,massemi02,27684,686681,11516,massemi02,12657,Massey,Michael,
kyg9t5fgbr,kyg9t5fgbr,coningr01,21626,665052,10210,coningr01,11555,Conine,Griffin,Riley
kyw2p4ms50,kyw2p4ms50,fishebr02,24609,680755,12394,,11479,Fisher,Braydon,
kzdcxzczcm,kzdcxzczcm,harrito03,31989,802419,12207,harrith01,60337,Harrington,Tom,Hinson
l17x6wb560,l17x6wb560,musgrjo01,12970,605397,9248,musgrjo01,10185,Musgrove,Joe,Anthony
l1qmddf794,l1qmddf794,lileda01,29995,695734,12364,,12582,Lile,Daylen,Anthony
l1wdwyn0t0,l1wdwyn0t0,garzaju01,19784,621057,11228,,12217,Garza,Justin,Charles
l2hvnkt1s8,l2hvnkt1s8,rodried05,13164,593958,8632,rodried05,9546,Rodríguez,Eduardo,Jose
l41bvk2v7w,l41bvk2v7w,hendrli01,3548,521230,8170,hendrli01,9057,Hendriks,Liam,Johnson
l4hjmsybp8,l4hjmsybp8,candeje01,13621,600869,9264,candeje01,10328,Candelario,Jeimer,
l51w2xw8qw,l51w2xw8qw,gilbety01,17964,656457,10819,gilbety01,12242,Gilbert,Tyler,
l5b60v8r74,l5b60v8r74,simslu01,13470,608371,8630,simslu01,9544,Sims,Lucas,Sundberg
l6r0c2znqr,l6r0c2znqr,effrosc01,18384,664123,11273,effrosc01,12258,Effross,Scott,Benjamin-Morton
l784yv4w84,l784yv4w84,woodssi01,24494,680573,10335,woodssi01,11503,Woods Richardson,Simeon,
l7ydc6e1cw,l7ydc6e1cw,milleow01,24655,680911,10423,milleow01,11824,Miller,Owen,Robert
l8g1dzgbnw,l8g1dzgbnw,anderni01,18337,623433,10474,anderni01,11113,Anderson,Nick,Paul
l8mcc9b1qm,l8mcc9b1qm,willibr02,25463,682227,10877,willibr02,11829,Williamson,Brandon,Martin
l8nbpw4jew,l8nbpw4jew,luzarje01,19959,666200,10235,luzarje01,10627,Luzardo,Jesús,G.
l9dhvwk660,l9dhvwk660,latzja01,21306,656641,11266,,12086,Latz,Jacob,Eugene
l9mp9nhvkd,l9mp9nhvkd,vierlma01,21558,663837,11223,vierlma01,12210,Vierling,Matt,Gregory
lb206j2khh,lb206j2khh,marteno01,26517,682622,10419,marteno01,11529,Marte,Noelvi,
lbxyxp2h58,lbxyxp2h58,salazed01,23135,674285,11795,salazed01,62861,Salazar,Eduardo,Jose
lc15p9yx14,lc15p9yx14,kimha01,27506,673490,11147,kimha01,12116,Kim,Ha-Seong,
lc2c1qq11d,lc2c1qq11d,judgeaa01,15640,592450,8956,judgeaa01,9877,Judge,Aaron,James
lcs4xn65cw,lcs4xn65cw,newcose01,16943,656794,8947,newcose01,9868,Newcomb,Sean,William
lemtkrvsvr,lemtkrvsvr,ramiryo01,19444,670990,10796,ramiryo01,11713,Ramírez,Yohan,Manuel
lemv3k277d,lemv3k277d,payamjo01,14332,606303,10496,payamjo01,11193,Payamps,Joel,Elias
lesbfq6zgm,lesbfq6zgm,shawma01,33322,807713,11921,shawma01,62984,Shaw,Matt,James
lfyd5s13t0,lfyd5s13t0,bowlajo01,24607,680742,11388,,11769,Bowlan,Jonathan,
lgb5t716hw,lgb5t716hw,portelo01,20626,682515,11865,portelo01,61636,Porter,Logan,
lkn160jx5h,lkn160jx5h,youngbr01,27819,687064,12223,youngbr01,64813,Young,Brandon,Wayne
ll06syz1bh,ll06syz1bh,peterda01,20302,656849,10181,peterda01,10921,Peterson,David,John
ll5fls7g44,ll5fls7g44,lopezja04,25098,682052,11841,lopezja03,62642,Lopez,Jacob,
ll7w2svpmh,ll7w2svpmh,tinocje01,16300,622786,9845,tinocje01,11082,Tinoco,Jesús,Rafael
llddjbb0c4,llddjbb0c4,hoffmje02,17432,656546,8975,hoffmje02,9896,Hoffman,Jeff,Robert
lm3b0mx0nd,lm3b0mx0nd,bernawa01,26536,682653,11651,,12721,Bernabel,Warming,Jose
lre5xsr3mr,lre5xsr3mr,feyerjo01,16610,656420,10751,feyerjo01,11702,Feyereisen,J. P.,Paul
lrx12ts880,lrx12ts880,bradiky01,24586,680694,11099,bradiky01,12345,Bradish,Kyle,Edward
ls3mj81jz4,ls3mj81jz4,henried01,26944,683618,12186,,60239,Henriquez,Edgardo,Luis
lt83nchnw4,lt83nchnw4,heuerco01,23293,676051,10901,heuerco01,11959,Heuer,Codi,Dalton
ltkvytd5yd,ltkvytd5yd,rogerta01,13449,573124,9225,rogerta01,10133,Rogers,Taylor,Allen
ltwbeqbtkr,ltwbeqbtkr,crowape01,27769,691718,11864,crowape01,12157,Crow-Armstrong,Pete,Henry
lvcdhle6b8,lvcdhle6b8,bakerlu01,21497,663609,11803,bakerlu01,11390,Baker,Luken,Grosvenor
lvrll1c684,lvrll1c684,rutleja01,26215,671131,10977,rutleja01,11863,Rutledge,Jackson,Christian
lwpf8ynxqd,lwpf8ynxqd,keithco01,27899,690993,11825,keithco01,12430,Keith,Colt,Thomas
lxw46qkz2m,lxw46qkz2m,clasejo01,26599,682729,11656,clasejo01,60000,Clase,Jonatan,
lyrrn3fd38,lyrrn3fd38,uriasra01,18795,602104,10445,uriasra01,11239,Urías,Ramón,Francisco
lzzthyjph8,lzzthyjph8,suterbr01,13942,608718,9436,suterbr01,10370,Suter,Brent,Michael
m0ck7nwjg4,m0ck7nwjg4,webbja01,19274,657097,10442,webbja01,11195,Webb,Jacob,Lawrence
m0kxlqnqth,m0kxlqnqth,jimenle01,23782,677870,11354,jimenle01,11558,Jimenez,Leo,Joel
m1d3rtnmz0,m1d3rtnmz0,bradlta01,22543,671737,11588,bradlta01,12554,Bradley,Taj,Ali
m1qtje6cj0,m1qtje6cj0,barneau01,12158,605131,9049,barneau01,9971,Barnes,Austin,Scott
m1v8w8mlzh,m1v8w8mlzh,holmecl01,13649,605280,9555,holmecl01,10569,Holmes,Clay,Walter
m1wcxnmxjm,m1wcxnmxjm,lopezjo02,14527,605347,9173,lopezjo02,10096,López,Jorge,Yabiel
m2exjeqcy4,m2exjeqcy4,treinbl01,12572,595014,8756,treinbl01,9672,Treinen,Blake,M.
m2zfrkrlqr,m2zfrkrlqr,clemeer01,20352,676391,10925,clemeer01,11892,Clement,Ernie,James
m3h9r7fmr4,m3h9r7fmr4,romanjo03,16122,605447,10518,romanjo03,11253,Romano,Jordan,Robert
m3v6hyk1k0,m3v6hyk1k0,nidoto01,13755,621512,9499,nidoto01,10829,Nido,Tomás,E.
m4lrttk5d4,m4lrttk5d4,yelicch01,11477,592885,7903,yelicch01,9320,Yelich,Christian,Stephen
m4mpjjlv98,m4mpjjlv98,nolaaa01,16149,605400,8961,nolaaa01,9882,Nola,Aaron,Michael
m51947d5y8,m51947d5y8,brooktr01,19384,670092,12095,brooktr01,61616,Brooks,Trenton,Alan
m54zly10rm,m54zly10rm,garcibr02,33568,805299,12429,,64030,Garcia,Brandyn,Michael
m5lxx8nn64,m5lxx8nn64,renfrhu01,15464,592669,8968,renfrhu01,9889,Renfroe,Hunter,Hunter
m6btwlx46m,m6btwlx46m,siskev01,24995,681895,12239,,60569,Sisk,Evan,Evan
m6nm0n0zyw,m6nm0n0zyw,helmami01,24605,680737,10608,,60276,Helman,Michael,James
m7t494bs3d,m7t494bs3d,burkebr01,17968,656271,10483,burkebr01,11241,Burke,Brock,Christopher
m9cp932gqh,m9cp932gqh,medinlu02,21649,665622,10280,medinlu02,11354,Medina,Luis,Angel
